CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
5151319,0,0.0,Computer,Petershire,9.0,Debit Card,Female,2.0,4,Grocery,2,Single,2,0,14.0,13.0,15.0,4.0,107
15118738,0,0.0,Phone,East Thomasmouth,20.0,E wallet,Male,2.0,1,Laptop & Accessory,3,Divorced,8,1,15.0,13.0,15.0,1.0,226
10804564,0,2.0,Phone,New Heathermouth,9.0,E wallet,Female,3.0,3,Mobile,2,Divorced,3,0,16.0,6.0,15.0,5.0,167
11640464,0,0.0,Computer,Lake Shannon,,Credit Card,Male,2.0,4,Mobile,2,Divorced,3,0,,4.0,4.0,6.0,156
5174241,0,19.0,Phone,Port Lisaside,7.0,UPI,Female,,3,Mobile,2,Married,3,0,19.0,1.0,2.0,10.0,147
3875450,0,0.0,Phone,Lake Aaronfurt,14.0,COD,Male,,3,Mobile,5,Married,2,0,12.0,7.0,12.0,2.0,172
6431162,1,1.0,Computer,Ellisshire,18.0,Credit Card,Female,3.0,4,Laptop & Accessory,5,Divorced,4,0,16.0,1.0,2.0,5.0,70
10787738,0,0.0,Computer,Port Kathyborough,11.0,Debit Card,Male,3.0,1,Laptop & Accessory,2,Divorced,2,0,19.0,0.0,2.0,1.0,91
2964862,0,,Mobile Phone,East Nathaniel,,UPI,Female,3.0,5,Laptop & Accessory,5,Divorced,2,1,13.0,0.0,14.0,6.0,151
3996040,0,0.0,Mobile Phone,Andreaberg,13.0,Credit Card,Male,3.0,3,Laptop & Accessory,3,Married,2,0,21.0,0.0,2.0,9.0,120
12108856,0,2.0,Phone,South Dalehaven,7.0,Debit Card,Male,2.0,4,Fashion,2,Married,2,0,15.0,2.0,10.0,1.0,163
6009032,0,1.0,Mobile Phone,New Brittanybury,6.0,CC,Male,3.0,3,Fashion,2,Divorced,4,0,,9.0,15.0,5.0,300
7260797,0,2.0,Computer,East Markbury,7.0,CC,Male,2.0,3,Grocery,2,Single,3,0,15.0,1.0,13.0,1.0,133
11124863,0,2.0,Mobile Phone,New Sarah,13.0,Debit Card,Male,3.0,4,Laptop & Accessory,3,Divorced,4,0,24.0,0.0,,2.0,113
2125932,0,,Computer,Coryshire,21.0,Credit Card,Female,3.0,3,Laptop & Accessory,2,Married,2,1,14.0,0.0,2.0,1.0,118
3278655,1,0.0,Mobile Phone,Stephenbury,,E wallet,Male,2.0,3,Laptop & Accessory,5,Divorced,2,0,22.0,0.0,3.0,2.0,118
16656210,0,2.0,Phone,South Victorberg,34.0,COD,Male,2.0,3,Fashion,4,Married,5,0,19.0,4.0,9.0,,225
3756903,0,0.0,Phone,Stacyshire,24.0,CC,Female,2.0,3,Fashion,2,Divorced,2,0,18.0,0.0,2.0,2.0,158
651444,0,5.0,Mobile Phone,Hayesshire,25.0,Debit Card,Male,,3,Fashion,4,Divorced,3,0,24.0,2.0,2.0,8.0,171
1686476,0,0.0,Mobile Phone,Wellsland,17.0,CC,Male,2.0,3,Fashion,4,Single,3,0,13.0,1.0,2.0,1.0,185
7258208,0,3.0,Mobile Phone,New Samantha,26.0,Debit Card,Male,3.0,4,Fashion,2,Divorced,3,0,13.0,0.0,4.0,15.0,189
6702500,0,1.0,Mobile Phone,Phillipton,8.0,CC,Male,3.0,3,Fashion,3,Divorced,3,0,17.0,0.0,7.0,8.0,185
11068173,0,,Mobile Phone,Robertborough,7.0,COD,Female,2.0,3,Mobile,5,Divorced,2,0,12.0,13.0,15.0,7.0,238
14855680,0,2.0,Mobile Phone,Cherylstad,13.0,CC,Male,2.0,4,Laptop & Accessory,3,Married,2,0,,2.0,2.0,5.0,169
11509517,0,22.0,Mobile Phone,Christinefort,6.0,CC,Male,2.0,3,Laptop & Accessory,5,Divorced,4,0,12.0,1.0,14.0,5.0,217
37401,0,1.0,Computer,Lopezport,12.0,Debit Card,Male,,3,Mobile,3,Divorced,2,0,14.0,3.0,3.0,4.0,168
15653255,0,2.0,Phone,Kristaville,22.0,Credit Card,Male,3.0,2,Fashion,4,Divorced,3,0,18.0,0.0,2.0,1.0,115
438456,0,0.0,Computer,North Phillip,10.0,Debit Card,Male,3.0,2,Laptop & Accessory,5,Single,3,0,16.0,4.0,2.0,1.0,110
8075230,0,0.0,Computer,Mckinneymouth,,Credit Card,Female,2.0,2,Fashion,4,Married,3,0,23.0,5.0,11.0,4.0,207
8219893,0,7.0,Computer,Palmerland,33.0,Debit Card,Female,,3,Fashion,2,Married,5,0,20.0,1.0,2.0,2.0,234
15311215,0,0.0,Phone,Quinnborough,16.0,Debit Card,Female,2.0,3,Mobile,5,Single,2,1,15.0,0.0,2.0,1.0,120
7211646,1,1.0,Computer,Maryville,26.0,Debit Card,Female,2.0,3,Mobile,4,Married,2,0,12.0,0.0,4.0,,131
15016282,0,0.0,Mobile Phone,Andrewville,16.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Single,4,1,16.0,0.0,7.0,5.0,162
6556919,0,1.0,Computer,West Katherineside,13.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Divorced,3,0,12.0,8.0,13.0,2.0,184
15526122,0,0.0,Computer,New Lawrenceton,13.0,E wallet,Female,2.0,2,Fashion,2,Single,3,1,18.0,3.0,,6.0,167
10312898,0,0.0,Phone,New Mistyshire,,Debit Card,Female,2.0,5,Mobile Phone,3,Divorced,4,1,19.0,0.0,2.0,,147
11717057,0,2.0,Mobile Phone,Williemouth,31.0,CC,Female,3.0,5,Fashion,2,Divorced,5,0,12.0,13.0,2.0,7.0,202
5485430,0,1.0,Mobile Phone,Lake Brettport,6.0,Debit Card,Male,3.0,4,Fashion,2,Divorced,2,0,14.0,0.0,2.0,1.0,164
7221963,1,0.0,Phone,Anthonyland,12.0,Debit Card,Male,2.0,2,Laptop & Accessory,2,Single,8,0,15.0,0.0,2.0,3.0,136
2990522,1,0.0,Phone,Lake Bethtown,17.0,UPI,Female,2.0,4,Mobile,3,Divorced,4,0,15.0,0.0,2.0,3.0,113
13510184,0,,Computer,New Ernestton,10.0,Debit Card,Female,1.0,3,Mobile,3,Single,7,0,14.0,1.0,8.0,7.0,118
4607939,1,1.0,Phone,East Zachary,16.0,Credit Card,Female,2.0,1,Laptop & Accessory,3,Divorced,2,0,13.0,13.0,15.0,3.0,141
7762810,1,0.0,Computer,Brownbury,14.0,CC,Male,3.0,3,Laptop & Accessory,5,Divorced,4,0,19.0,1.0,2.0,6.0,170
6411882,0,4.0,Mobile Phone,New Margaret,8.0,COD,Male,2.0,3,Laptop & Accessory,2,Divorced,2,1,16.0,,2.0,3.0,173
570001,0,4.0,Mobile Phone,Morenoview,9.0,Debit Card,Male,2.0,3,Mobile Phone,2,Married,2,1,16.0,1.0,2.0,6.0,175
11260207,0,6.0,Phone,Blackfurt,13.0,Debit Card,Female,2.0,2,Fashion,5,Single,2,1,12.0,,4.0,4.0,179
10472446,0,0.0,Computer,South Jamiestad,6.0,Credit Card,Male,,3,Laptop & Accessory,2,Single,3,0,13.0,,2.0,1.0,176
16469472,0,20.0,Mobile Phone,Terryfort,6.0,Debit Card,Female,3.0,4,Fashion,3,Married,2,1,20.0,0.0,14.0,13.0,193
3123696,0,,Mobile Phone,Scottfurt,11.0,Debit Card,Male,2.0,4,Laptop & Accessory,2,Single,2,1,14.0,4.0,14.0,6.0,142
16136285,0,,Computer,Brianville,17.0,E wallet,Male,2.0,3,Laptop & Accessory,3,Divorced,6,1,12.0,0.0,2.0,1.0,142
2125086,0,,Mobile Phone,Vargasborough,6.0,Credit Card,Male,2.0,2,Mobile,5,Married,6,0,16.0,0.0,2.0,3.0,167
3684702,0,0.0,Mobile Phone,West Christine,8.0,E wallet,Male,2.0,3,Mobile,2,Divorced,2,0,15.0,2.0,11.0,1.0,100
8790599,0,0.0,Computer,Erikaview,9.0,Debit Card,Male,,3,Others,2,Divorced,3,0,19.0,7.0,15.0,4.0,168
15971107,0,0.0,Computer,Smithmouth,21.0,Debit Card,Male,2.0,5,Mobile,5,Single,2,0,18.0,1.0,14.0,5.0,118
10691190,0,1.0,Phone,Anntown,10.0,E wallet,Female,3.0,4,Mobile Phone,4,Divorced,2,1,14.0,0.0,3.0,5.0,158
8221312,0,9.0,Phone,Port Sheilaland,19.0,Debit Card,Female,2.0,3,Fashion,3,Divorced,3,0,14.0,8.0,4.0,7.0,238
15265747,0,0.0,Mobile Phone,Wendyport,11.0,E wallet,Male,3.0,5,Fashion,4,Married,2,0,20.0,9.0,2.0,8.0,206
9616586,0,0.0,Phone,Smithshire,15.0,COD,Male,3.0,3,Laptop & Accessory,2,Divorced,2,1,17.0,2.0,2.0,8.0,151
11511123,1,,Computer,Meaganfurt,,Credit Card,Female,3.0,3,Laptop & Accessory,5,Divorced,4,0,16.0,0.0,3.0,2.0,175
15948496,0,0.0,Computer,South Amandaview,6.0,Debit Card,Female,3.0,4,Laptop & Accessory,3,Divorced,2,1,13.0,7.0,15.0,4.0,114
15018057,0,0.0,Phone,Mosesview,29.0,CC,Male,,4,Laptop & Accessory,2,Single,2,0,14.0,3.0,7.0,6.0,128
8945258,0,1.0,Mobile Phone,East Ginastad,13.0,CC,Male,3.0,3,Fashion,4,Divorced,3,1,14.0,2.0,15.0,4.0,175
1251818,0,7.0,Mobile Phone,Lindatown,6.0,Debit Card,Male,2.0,3,Mobile,3,Divorced,4,0,23.0,2.0,3.0,5.0,151
16074860,0,16.0,Phone,Harrisport,6.0,Debit Card,Male,2.0,2,Mobile Phone,2,Divorced,3,0,17.0,5.0,15.0,2.0,122
11546068,0,19.0,Mobile Phone,Medinaland,21.0,UPI,Male,2.0,3,Laptop & Accessory,3,Single,3,1,,,4.0,7.0,194
2860038,0,4.0,Phone,Stacymouth,,Credit Card,Female,2.0,3,Others,2,Divorced,4,0,17.0,5.0,15.0,12.0,249
6934198,0,5.0,Mobile Phone,Deborahshire,15.0,Credit Card,Male,3.0,4,Fashion,4,Single,3,0,21.0,13.0,9.0,4.0,200
14129840,0,4.0,Mobile Phone,Jessicachester,16.0,E wallet,Male,3.0,3,Laptop & Accessory,2,Divorced,2,0,14.0,0.0,15.0,6.0,171
16583046,1,1.0,Phone,Christopherborough,30.0,UPI,Male,3.0,3,Laptop & Accessory,4,Married,2,1,14.0,4.0,2.0,7.0,106
14873307,0,,Phone,North Kevin,21.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Single,3,0,19.0,,4.0,2.0,129
306799,0,0.0,Phone,Mcguiremouth,13.0,Debit Card,Male,3.0,3,Mobile Phone,3,Divorced,3,1,24.0,11.0,14.0,2.0,139
15736742,0,0.0,Mobile Phone,Meghanton,8.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Divorced,4,0,15.0,3.0,11.0,4.0,224
1360564,1,0.0,Phone,East Mike,6.0,Debit Card,Male,3.0,4,Laptop & Accessory,4,Divorced,2,1,14.0,0.0,2.0,1.0,127
984544,0,0.0,Phone,Travisburgh,11.0,Debit Card,Male,3.0,4,Laptop & Accessory,5,Married,3,1,14.0,10.0,15.0,7.0,139
13015930,0,11.0,Computer,West Jeremiah,10.0,Debit Card,Female,1.0,3,Fashion,2,Divorced,4,0,13.0,,4.0,1.0,156
5474825,0,4.0,Mobile Phone,East Kathrynberg,7.0,CC,Female,3.0,3,Grocery,2,Married,5,0,13.0,1.0,15.0,1.0,226
5038201,0,1.0,Phone,Normanshire,,Debit Card,Male,,3,Fashion,2,Divorced,4,0,21.0,6.0,15.0,11.0,160
15948723,0,0.0,Computer,Mooremouth,14.0,Credit Card,Male,2.0,3,Laptop & Accessory,3,Single,4,0,13.0,9.0,15.0,7.0,190
2755121,0,,Computer,Dixontown,8.0,Debit Card,Male,2.0,4,Grocery,2,Divorced,2,0,15.0,2.0,8.0,2.0,133
501872,0,4.0,Mobile Phone,Port Jenniferside,35.0,CC,Male,,3,Mobile,4,Single,4,1,12.0,9.0,14.0,3.0,138
1639986,0,1.0,Mobile Phone,East Nicole,8.0,Debit Card,Male,2.0,3,Fashion,5,Divorced,2,0,14.0,1.0,15.0,,184
8148931,1,0.0,Mobile Phone,Bishopton,6.0,UPI,Male,2.0,2,Laptop & Accessory,3,Divorced,2,0,,0.0,3.0,2.0,116
11105858,0,,Computer,West Laurenville,10.0,UPI,Male,2.0,1,Fashion,2,Divorced,2,0,16.0,1.0,12.0,2.0,128
2459980,0,,Mobile Phone,East Elizabethfurt,7.0,Debit Card,Male,3.0,3,Others,5,Divorced,2,0,17.0,0.0,2.0,4.0,200
11898765,0,0.0,Phone,Lake Jason,,Debit Card,Male,3.0,3,Mobile,2,Divorced,4,0,15.0,0.0,2.0,4.0,164
3404214,0,0.0,Mobile Phone,Perezton,16.0,Credit Card,Female,2.0,3,Others,5,Divorced,2,0,,6.0,8.0,8.0,166
10963535,0,2.0,Mobile Phone,New Erica,6.0,Debit Card,Male,,4,Mobile Phone,4,Divorced,2,1,12.0,2.0,14.0,10.0,256
15639084,0,3.0,Mobile Phone,Lake Christopher,30.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Single,5,1,22.0,0.0,2.0,2.0,188
12879041,0,2.0,Computer,North Dana,7.0,E wallet,Female,1.0,3,Laptop & Accessory,3,Divorced,3,0,14.0,1.0,13.0,2.0,99
8711397,1,0.0,Mobile Phone,Port Amanda,,Debit Card,Female,2.0,4,Laptop & Accessory,3,Divorced,4,0,15.0,3.0,15.0,4.0,123
7805684,0,9.0,Mobile Phone,Loganshire,18.0,Debit Card,Male,2.0,3,Fashion,3,Single,3,0,19.0,0.0,2.0,8.0,245
15263806,0,14.0,Computer,Bennettberg,,CC,Male,1.0,3,Mobile,5,Divorced,3,0,13.0,1.0,2.0,1.0,90
16244952,0,26.0,Computer,Meganport,7.0,Debit Card,Male,2.0,5,Fashion,4,Single,2,0,14.0,2.0,13.0,3.0,182
16363240,0,,Mobile Phone,Port Elizabethfort,14.0,Credit Card,Male,,4,Laptop & Accessory,2,Divorced,4,1,13.0,2.0,6.0,4.0,141
7465295,0,4.0,Phone,Markview,26.0,CC,Male,3.0,3,Laptop & Accessory,5,Divorced,2,0,18.0,0.0,4.0,10.0,160
15333584,0,0.0,Mobile Phone,Willietown,7.0,COD,Male,3.0,3,Laptop & Accessory,3,Single,2,1,19.0,,11.0,3.0,150
16320120,1,0.0,Mobile Phone,New Davidview,29.0,UPI,Male,3.0,4,Mobile Phone,5,Divorced,3,1,19.0,0.0,2.0,3.0,118
13513580,0,0.0,Phone,Reginaside,12.0,Credit Card,Male,3.0,4,Laptop & Accessory,3,Divorced,2,0,20.0,0.0,7.0,3.0,99
6963836,0,14.0,Phone,East Lindsay,6.0,Credit Card,Female,2.0,3,Others,2,Single,5,0,14.0,4.0,2.0,15.0,170
594951,0,,Mobile Phone,East Marissatown,12.0,CC,Female,,3,Laptop & Accessory,3,Divorced,3,1,14.0,0.0,2.0,5.0,198
599041,1,3.0,Mobile Phone,Colemanburgh,7.0,Debit Card,Male,3.0,3,Mobile,2,Single,2,0,12.0,0.0,15.0,9.0,117
7165409,0,3.0,Computer,Sherrymouth,7.0,Debit Card,Female,2.0,1,Laptop & Accessory,3,Divorced,2,1,15.0,2.0,2.0,2.0,116
3311465,1,0.0,Mobile Phone,Rhondaside,26.0,Credit Card,Male,,3,Mobile,5,Divorced,3,0,12.0,9.0,6.0,3.0,195
8126614,1,,Phone,West Emily,6.0,Debit Card,Male,3.0,3,Mobile,2,Divorced,2,0,17.0,1.0,2.0,2.0,123
765125,0,18.0,Computer,North Russellfort,33.0,Debit Card,Male,3.0,3,Laptop & Accessory,2,Divorced,2,0,20.0,1.0,8.0,2.0,161
1474517,0,2.0,Computer,Amyburgh,17.0,E wallet,Female,3.0,3,Mobile,2,Divorced,2,0,20.0,0.0,2.0,1.0,126
5130996,0,4.0,Mobile Phone,Christinafort,7.0,Debit Card,Female,2.0,2,Laptop & Accessory,3,Married,2,1,25.0,1.0,2.0,4.0,89
13458904,1,,Phone,Francisborough,19.0,UPI,Male,2.0,3,Laptop & Accessory,4,Divorced,6,1,14.0,1.0,3.0,2.0,193
12787453,0,3.0,Phone,Port Maryborough,31.0,Debit Card,Female,2.0,3,Mobile,2,Married,8,1,18.0,6.0,2.0,2.0,154
6149529,0,4.0,Phone,Brendanbury,6.0,UPI,Female,3.0,3,Fashion,5,Married,3,0,13.0,1.0,9.0,7.0,253
11007960,0,0.0,Phone,South Catherinemouth,12.0,COD,Male,2.0,3,Laptop & Accessory,3,Single,3,1,12.0,,2.0,2.0,105
2194947,0,,Mobile Phone,Parkerchester,8.0,Debit Card,Male,2.0,4,Laptop & Accessory,3,Married,3,0,14.0,5.0,2.0,3.0,144
6734223,0,,Mobile Phone,North Kimberlychester,6.0,Debit Card,Male,,4,Grocery,4,Married,2,1,,2.0,15.0,9.0,284
12048160,1,3.0,Phone,Karenchester,35.0,UPI,Male,2.0,3,Laptop & Accessory,5,Single,3,1,13.0,1.0,11.0,11.0,118
10713871,0,3.0,Mobile Phone,New Jameschester,29.0,E wallet,Female,3.0,1,Laptop & Accessory,3,Single,4,0,12.0,4.0,2.0,10.0,224
3130269,0,3.0,Phone,Julianfort,25.0,Debit Card,Male,2.0,3,Laptop & Accessory,5,Divorced,8,0,12.0,1.0,2.0,2.0,99
8130402,0,5.0,Mobile Phone,Ericfurt,,Debit Card,Female,2.0,3,Mobile,2,Divorced,7,1,24.0,0.0,2.0,1.0,169
4003792,0,,Phone,Novakville,7.0,CC,Male,2.0,2,Fashion,4,Married,3,0,12.0,3.0,2.0,2.0,202
15289201,0,1.0,Mobile Phone,Troybury,,COD,Male,2.0,3,Grocery,3,Married,4,0,14.0,0.0,5.0,2.0,205
170902,0,3.0,Mobile Phone,North Kelly,12.0,CC,Male,2.0,3,Mobile Phone,5,Married,2,1,17.0,0.0,3.0,4.0,254
13607234,0,6.0,Computer,Hamiltonshire,10.0,E wallet,Male,,4,Mobile,2,Divorced,3,0,18.0,,15.0,1.0,171
5094226,1,0.0,Mobile Phone,Port Michael,21.0,E wallet,Male,2.0,3,Laptop & Accessory,2,Divorced,2,0,12.0,5.0,13.0,1.0,99
16770771,0,27.0,Phone,Port Robertland,24.0,CC,Female,1.0,4,Mobile Phone,2,Divorced,4,0,15.0,0.0,13.0,3.0,162
14164175,0,9.0,Phone,Fosterborough,7.0,Credit Card,Male,3.0,4,Fashion,2,Divorced,2,0,12.0,4.0,15.0,6.0,208
16003524,0,,Phone,Alexandermouth,7.0,Debit Card,Female,2.0,3,Mobile,2,Divorced,4,0,17.0,5.0,12.0,9.0,156
2982409,0,0.0,Mobile Phone,Velasquezborough,20.0,UPI,Male,2.0,3,Laptop & Accessory,5,Divorced,2,0,14.0,2.0,2.0,5.0,125
4656449,0,3.0,Mobile Phone,West Bryan,18.0,Credit Card,Male,3.0,4,Mobile Phone,4,Divorced,5,1,22.0,3.0,14.0,,268
14748720,1,10.0,Mobile Phone,Lake Dale,19.0,Debit Card,Female,2.0,2,Mobile Phone,4,Divorced,4,1,13.0,0.0,9.0,11.0,203
15309348,1,4.0,Phone,North Jason,15.0,Debit Card,Male,,3,Mobile,4,Divorced,2,0,15.0,2.0,14.0,6.0,176
1644046,1,0.0,Mobile Phone,Travisside,21.0,Credit Card,Male,3.0,4,Laptop & Accessory,4,Divorced,2,1,16.0,13.0,2.0,1.0,101
7411610,0,0.0,Mobile Phone,Hubbardborough,26.0,Credit Card,Male,2.0,3,Laptop & Accessory,2,Married,3,1,23.0,0.0,2.0,4.0,197
12528860,0,5.0,Mobile Phone,West Stephanie,11.0,COD,Male,2.0,4,Mobile,4,Single,8,0,14.0,1.0,5.0,17.0,182
6790777,0,7.0,Mobile Phone,West Logan,7.0,Debit Card,Female,2.0,3,Others,3,Married,3,1,25.0,4.0,6.0,3.0,119
7842673,0,7.0,Phone,Christopherton,10.0,CC,Female,2.0,4,Grocery,3,Divorced,5,0,17.0,2.0,15.0,5.0,187
451227,1,6.0,Phone,Anthonyville,31.0,E wallet,Female,3.0,3,Mobile,3,Divorced,5,0,16.0,3.0,7.0,7.0,162
4952512,0,12.0,Mobile Phone,West Natalie,15.0,Debit Card,Female,2.0,4,Grocery,3,Single,2,0,19.0,0.0,6.0,5.0,197
13291766,0,24.0,Phone,Jonesberg,16.0,Debit Card,Female,2.0,3,Mobile,4,Divorced,2,0,12.0,1.0,10.0,8.0,148
929822,0,14.0,Mobile Phone,West Cherylbury,16.0,UPI,Male,3.0,3,Laptop & Accessory,4,Married,8,1,19.0,0.0,2.0,14.0,201
15923862,0,0.0,Computer,Andreatown,19.0,Debit Card,Male,3.0,2,Mobile,2,Married,2,1,20.0,0.0,10.0,2.0,112
8357531,0,18.0,Computer,New Samanthaport,10.0,UPI,Male,2.0,3,Mobile,5,Divorced,3,1,15.0,1.0,15.0,10.0,148
13396918,0,12.0,Computer,Riosfurt,6.0,Debit Card,Female,2.0,4,Others,5,Single,2,0,15.0,13.0,14.0,3.0,195
16170573,0,2.0,Phone,Lake Holly,9.0,Debit Card,Male,3.0,3,Mobile,2,Divorced,4,0,18.0,1.0,12.0,4.0,204
1898275,0,0.0,Phone,Wrightton,10.0,Debit Card,Female,2.0,3,Fashion,5,Divorced,2,0,14.0,1.0,13.0,4.0,192
12053206,0,7.0,Phone,Fordfort,32.0,Debit Card,Male,3.0,3,Mobile,4,Divorced,4,0,21.0,0.0,2.0,6.0,172
9479181,0,,Mobile Phone,South Bradleyfurt,8.0,E wallet,Male,3.0,3,Fashion,3,Divorced,5,0,17.0,0.0,14.0,5.0,229
11313307,1,0.0,Mobile Phone,North Roberto,11.0,COD,Female,3.0,3,Laptop & Accessory,3,Divorced,7,1,22.0,,13.0,1.0,164
11538266,0,0.0,Phone,Port Janet,13.0,Debit Card,Male,3.0,2,Mobile,5,Single,5,1,17.0,8.0,2.0,3.0,179
1336658,1,0.0,Computer,Michelleberg,9.0,Credit Card,Male,3.0,5,Mobile,5,Single,5,1,15.0,0.0,7.0,3.0,168
7100979,0,1.0,Mobile Phone,Pattersonshire,7.0,Debit Card,Female,1.0,3,Laptop & Accessory,2,Single,7,1,17.0,0.0,2.0,1.0,76
13314548,1,0.0,Computer,Port Michael,,Credit Card,Male,,3,Laptop & Accessory,3,Divorced,2,0,16.0,2.0,3.0,6.0,119
6585665,0,9.0,Phone,Danieltown,12.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Divorced,4,1,21.0,4.0,5.0,2.0,118
8389002,1,,Mobile Phone,Lake Amy,7.0,Credit Card,Female,2.0,3,Others,4,Married,9,0,12.0,13.0,14.0,15.0,272
13195979,0,0.0,Computer,Brianmouth,9.0,Debit Card,Female,2.0,3,Mobile,2,Married,2,0,15.0,7.0,15.0,8.0,137
13192230,0,16.0,Computer,North Timothyview,26.0,Debit Card,Female,2.0,3,Mobile Phone,3,Divorced,5,1,18.0,0.0,2.0,1.0,204
12477441,0,1.0,Phone,South Ryanmouth,7.0,Credit Card,Male,2.0,2,Laptop & Accessory,4,Divorced,3,0,17.0,5.0,4.0,2.0,140
1143962,0,0.0,Computer,Jamesside,19.0,Debit Card,Male,1.0,3,Laptop & Accessory,2,Single,2,1,12.0,0.0,,2.0,79
15068204,0,11.0,Computer,South Colleenberg,11.0,Debit Card,Female,2.0,4,Laptop & Accessory,5,Divorced,3,0,12.0,11.0,15.0,1.0,138
4491290,1,0.0,Phone,South Valerie,21.0,Credit Card,Male,3.0,3,Laptop & Accessory,2,Single,5,1,13.0,4.0,2.0,4.0,94
576281,0,30.0,Phone,Smithburgh,26.0,Credit Card,Male,2.0,3,Laptop & Accessory,2,Married,2,0,14.0,0.0,14.0,4.0,187
16074601,0,5.0,Phone,Mckinneystad,8.0,E wallet,Male,2.0,3,Mobile,5,Divorced,2,0,,0.0,2.0,6.0,157
8768018,1,0.0,Mobile Phone,Lake Thomas,8.0,Debit Card,Male,2.0,3,Laptop & Accessory,3,Single,9,1,22.0,0.0,2.0,1.0,122
3747944,0,8.0,Computer,Port Bradystad,10.0,Credit Card,Female,3.0,3,Others,2,Married,4,1,17.0,10.0,8.0,1.0,191
4494155,0,0.0,Mobile Phone,New Williambury,9.0,Credit Card,Male,3.0,3,Fashion,5,Single,2,0,19.0,1.0,15.0,6.0,179
15244552,0,7.0,Mobile Phone,Amandashire,28.0,COD,Female,3.0,3,Mobile,2,Married,6,1,13.0,1.0,2.0,2.0,158
15579907,0,11.0,Mobile Phone,Port Timothy,8.0,COD,Male,,4,Fashion,3,Divorced,5,0,14.0,0.0,2.0,8.0,248
13787859,0,0.0,Computer,New Johnchester,6.0,E wallet,Male,2.0,4,Grocery,4,Married,2,1,13.0,3.0,14.0,1.0,149
9364514,1,0.0,Phone,Georgeview,10.0,Debit Card,Female,3.0,4,Mobile Phone,2,Divorced,7,0,18.0,1.0,13.0,2.0,115
7897821,0,5.0,Computer,East Darryltown,10.0,Credit Card,Male,2.0,4,Mobile,3,Married,5,0,18.0,,12.0,6.0,130
8162417,0,9.0,Computer,Barryburgh,6.0,COD,Male,3.0,5,Mobile,3,Divorced,4,0,18.0,0.0,2.0,2.0,181
15914798,0,21.0,Phone,Margaretchester,6.0,CC,Male,2.0,3,Fashion,4,Married,4,0,18.0,2.0,15.0,11.0,192
3552431,0,0.0,Mobile Phone,East Prestonview,14.0,Debit Card,Male,,3,Mobile,3,Married,2,1,15.0,0.0,2.0,4.0,194
12510649,1,0.0,Mobile Phone,North Georgechester,22.0,Debit Card,Female,2.0,4,Fashion,5,Divorced,2,1,12.0,0.0,2.0,5.0,171
1365462,0,0.0,Phone,Ochoabury,9.0,COD,Male,2.0,1,Laptop & Accessory,2,Divorced,2,1,17.0,,2.0,3.0,131
11629648,0,,Mobile Phone,South Jeffery,7.0,CC,Male,2.0,4,Laptop & Accessory,5,Divorced,3,1,21.0,1.0,4.0,10.0,136
13228881,1,0.0,Computer,Jacquelineland,26.0,Debit Card,Male,3.0,3,Laptop & Accessory,5,Married,6,1,22.0,2.0,9.0,3.0,139
16030350,1,0.0,Mobile Phone,West Adamtown,,Debit Card,Female,2.0,4,Laptop & Accessory,4,Single,6,1,17.0,0.0,2.0,1.0,120
237439,0,10.0,Phone,Kathyville,9.0,Debit Card,Male,2.0,3,Laptop & Accessory,2,Single,2,1,16.0,0.0,2.0,3.0,127
8189186,0,0.0,Mobile Phone,South Julieland,19.0,Debit Card,Female,2.0,3,Grocery,5,Divorced,3,0,15.0,0.0,2.0,1.0,155
5261005,0,,Phone,Ryanchester,11.0,Debit Card,Male,2.0,4,Laptop & Accessory,2,Married,4,0,,6.0,2.0,2.0,153
6385919,0,0.0,Computer,Amyview,16.0,UPI,Male,2.0,3,Laptop & Accessory,2,Single,6,0,16.0,1.0,,1.0,139
1633700,1,0.0,Phone,Lindaton,19.0,Credit Card,Female,,3,Mobile,2,Married,4,0,18.0,4.0,2.0,4.0,171
15695535,0,0.0,Phone,Banksland,27.0,Debit Card,Female,2.0,3,Laptop & Accessory,3,Married,2,0,23.0,0.0,2.0,2.0,94
4810112,0,1.0,Mobile Phone,East Ronaldfort,24.0,CC,Female,3.0,3,Laptop & Accessory,4,Single,3,0,18.0,0.0,7.0,5.0,164
10598925,0,0.0,Phone,Lake Kennethville,13.0,UPI,Male,3.0,3,Mobile,5,Divorced,2,0,22.0,3.0,3.0,2.0,108
4950439,1,0.0,Phone,Matthewberg,19.0,Debit Card,Male,2.0,3,Mobile Phone,5,Divorced,2,1,12.0,5.0,2.0,3.0,123
5507810,0,2.0,Mobile Phone,Williamsfort,,UPI,Male,2.0,3,Fashion,4,Divorced,3,0,13.0,0.0,11.0,3.0,192
